Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2024-01-02,461.2474670410156,462.2428789339532,459.1395727623468,460.76929766113875,123623700
2024-01-03,457.4806213378906,459.8227162609005,456.8755833757596,459.08104145242885,103585900
2024-01-04,456.0069885253906,459.59820232067887,455.78252649517907,457.0023705654277,84232200
2024-01-05,456.6315612792969,459.09075619444957,455.1774869016725,456.21191228687286,86118900
2024-01-08,463.15045166015625,463.2968270078377,457.00241902536396,457.1292875871387,74879100
2024-01-09,462.44781494140625,463.4724721448551,459.97885150079935,460.4862959607646,65931400
2024-01-10,465.0631103515625,465.9316536258223,462.4380035262674,462.7210156897323,67310600
2024-01-11,464.8582458496094,466.58553456069586,460.86691909658737,466.0683217976234,77940700
2024-01-12,465.1802062988281,467.053899879707,463.76520505733885,466.31222516082903,58026400
2024-01-16,463.4724426269531,465.1119059605971,461.64756060638337,463.79449814902443,85014900
2024-01-17,460.89617919921875,461.3841168761338,458.53454773915473,460.43751659166446,68843900
2024-01-18,464.99481201171875,465.5510680800572,461.02302217587135,462.5746603285912,91856200
2024-01-19,470.7914733886719,471.07448554013826,465.04358385174015,466.1267910466401,110834500
2024-01-22,471.7869567871094,473.5142454606471,471.13310718922804,472.3334446086135,75844900
2024-01-23,473.16290283203125,473.4068716669151,471.2404570032446,472.3334326185078,49945300
2024-01-24,473.6801452636719,476.97857889434994,473.1824393105692,476.0417469073494,81765000
2024-01-25,476.25640869140625,476.529652576822,473.6801134548218,475.817252905647,72525000
2024-01-26,475.6513671875,477.3201055543282,474.8023604707163,475.8270175879346,76641600
2024-01-29,479.4182434082031,479.564648526909,475.4171785408518,475.9636663212125,61322800
2024-01-30,479.04742431640625,479.7597942015554,478.2862130177268,478.72536880060346,58618400
2024-01-31,471.2306823730469,477.2810915278646,471.21114580645406,476.8321972165028,126011100
2024-02-01,477.398193359375,477.427468426182,472.12844308332853,472.93843623390336,91891600
2024-02-02,482.4239501953125,484.08292030102734,477.49576216688445,477.8373244708508,99228200
2024-02-05,480.6673583984375,482.45322684265506,478.4033503772612,481.7896387981956,75757100
2024-02-06,482.0628967285156,482.3946907604105,480.17943474492984,481.6139726429951,55918600
2024-02-07,486.08349609375,486.5031153279947,483.40957750278733,484.3171641716027,70556500
2024-02-08,486.2981872558594,486.67876313703624,485.26376181906494,486.08349349833503,52343600
2024-02-09,489.1087341308594,489.5478601666735,486.46409050709747,486.80565283363205,63979400
2024-02-12,488.89404296875,491.3532381264676,488.1718749593102,489.0794616675323,56502300
2024-02-13,482.160400390625,485.0977942402364,478.88147404986125,482.59955613831715,113099200
2024-02-14,486.54217529296875,487.03011296285007,482.47276202236384,484.8051183794454,68387800
2024-02-15,489.8991394042969,490.08455808264773,486.76655843722136,487.24475755676514,61683000
2024-02-16,487.45947265625,490.73839931554534,486.71779791035453,489.5966419107854,75532900
2024-02-20,484.77581787109375,486.3860061409344,482.5215483370468,485.7126498093255,71736700
2024-02-21,485.2149353027344,485.3710789199038,481.6529965187708,483.4681400096849,59293400
2024-02-22,495.2567138671875,496.22282088243315,490.88478180969435,491.85091860629063,76402500
2024-02-23,495.5982666015625,497.8232610473495,494.8663601420095,496.98399282076,61321800
2024-02-26,493.78314208984375,496.47656749463823,493.65627353362504,496.0374116894735,50386700
2024-02-27,494.7004089355469,494.92487095326175,492.57300814299754,494.4759766991797,48854500
2024-02-28,494.0466613769531,494.6321627585008,492.778005560445,493.1390746728501,56506600
2024-02-29,495.8226623535156,497.4426187718277,493.1585420969383,495.81292385275657,83924800
2024-03-01,500.4776306152344,500.90701813560685,496.2911469636296,496.70102769902195,76844800
2024-03-04,499.94091796875,501.79510491460894,499.64816728327304,499.6774721331723,49799300
2024-03-05,494.94439697265625,498.3794968768046,492.72917089960293,497.9305728239268,72855600
2024-03-06,497.4524841308594,499.7165222017459,496.1545829553141,498.2331725367185,68382400
2024-03-07,502.390380859375,503.4443429029918,497.5110041646538,500.7606857208952,58652100
2024-03-08,499.3749084472656,505.7180680999103,498.7991455954804,503.0247023113752,86532500
2024-03-11,498.9455261230469,499.53105726392937,496.2325939589306,498.1648377894375,62557200
2024-03-12,504.3128662109375,504.89836756595776,498.5356415487977,501.0631847838215,73114400
2024-03-13,503.52239990234375,504.81056257365884,502.0781233751302,504.6349121497578,55104100
2024-03-14,502.5270080566406,504.6544091071824,499.4725135393552,504.4982357008347,110171800
2024-03-15,499.0763244628906,500.906906313764,497.4024012478183,499.44831403821377,107646300
2024-03-18,502.0424499511719,504.6071826366265,501.63132556015915,503.15841876026013,88893300
2024-03-19,504.832275390625,505.1161369816743,500.33906485985653,501.3473679982586,60755300
2024-03-20,509.5016784667969,509.63873983527566,504.21561462485215,504.89106308633967,69594600
2024-03-21,511.1853942871094,513.0550809055346,510.901472936943,512.350296341864,60256100
2024-03-22,510.21630859375,511.5867430006875,509.9813206475284,511.0972893379752,79070800
2024-03-25,508.806640625,509.9617440106624,508.6499820062028,508.8359767736764,48512100
2024-03-26,507.8669128417969,510.5785052830904,507.46558712286134,510.23585186667015,65463700
2024-03-27,512.1348876953125,512.1740822237578,508.5325161960011,510.7057213532242,82999800
2024-03-28,512.037109375,513.5446052867917,511.75324773349064,512.1741707527357,96294900
2024-04-01,511.146240234375,513.3194456399708,509.98133808737305,512.7810585421283,62477500
2024-04-02,507.89630126953125,508.03330288632185,505.58603458115783,507.3089210276351,74230300
2024-04-03,508.4543151855469,509.9618709649284,506.7510257055767,506.79995913072383,59155800
2024-04-04,502.2480163574219,512.8202041062084,501.944557459695,512.4776104224978,96858100
2024-04-05,507.49493408203125,509.4625474298725,503.1681802920817,503.6087005524252,74546500
2024-04-08,507.7788391113281,509.20806548436997,506.96638895369995,508.19982188899013,48401800
2024-04-09,508.36614990234375,509.76598018179146,503.50094951713095,509.52125335501194,68049200
2024-04-10,503.2758483886719,505.2727978988181,501.288697511792,502.6493333372583,82652800
2024-04-11,507.0740051269531,508.52276887946033,501.2788903691615,504.8029329149541,70099000
2024-04-12,500.0748596191406,504.94003067337457,498.3421743729088,503.5206029701081,92561100
2024-04-15,493.8098449707031,504.43096625601453,492.95817044710765,504.26456872904316,92101400
2024-04-16,492.9092102050781,495.81656619092587,491.6170453505055,494.28947313511503,73484000
2024-04-17,489.9920959472656,495.54251414976056,488.59226550978076,495.37608674425394,75910300
2024-04-18,488.9837951660156,493.49657364344756,488.0440524623093,491.39192878796825,74548100
2024-04-19,484.7157897949219,489.90398704424035,483.44319225577453,488.9055122549044,102212600
2024-04-22,489.1795959472656,491.78349315664354,484.98007493251976,487.3294466640699,67961000
2024-04-23,494.9844665527344,495.41518815140995,488.9935587015488,491.196100110007,64633600
2024-04-24,494.74957275390625,496.66822281618226,492.5176651664761,495.87531024392956,55928100
2024-04-25,492.87005615234375,493.6336026966789,486.99661200395565,488.6509678289955,69122400
2024-04-26,497.5394592285156,499.1252843555603,495.03345880263834,495.66974260530816,64306100
2024-04-29,499.30145263671875,499.9769010603671,496.55072552691377,499.33081866062173,46415400
2024-04-30,491.39190673828125,498.8120110716739,491.39190673828125,497.83310375268974,77483600
2024-05-01,489.79632568359375,497.47095614792755,489.3264393749632,490.80459911500014,80242800
2024-05-02,494.3775939941406,495.2194698771777,489.0131707855575,493.516150718059,62550200
2024-05-03,500.5055847167969,501.7389877556503,497.83315669716075,500.37832197197366,72756700
2024-05-06,505.67413330078125,505.7132680822078,502.47308742336617,502.91360764238556,47264700
2024-05-07,506.232177734375,507.6320081205366,505.55672925106126,506.64330210533313,52561300
2024-05-08,506.28106689453125,506.81945395787113,504.2743188869408,504.39178298266006,42047200
2024-05-09,509.1982421875,509.23743672181314,505.8112608442941,506.4671120686162,43643700
2024-05-10,509.8541564941406,511.6161778645498,508.63052224416674,510.8036679931926,52233200
2024-05-13,509.9225769042969,511.6454633171765,508.7772720891876,511.5377978533116,36716400
2024-05-14,512.2621459960938,512.7809955114608,509.5799497220426,510.11833675370696,57535900
2024-05-15,518.6055908203125,518.8992510906287,514.1025809336553,514.7388946424787,59504900
2024-05-16,517.5385131835938,520.3088376274046,517.3916531865508,518.7034152838155,50244800
2024-05-17,518.2824096679688,518.3509403391444,516.1973326298802,517.6558947438643,59187600
2024-05-20,518.879638671875,520.3479997283454,518.0083967722392,518.399983619737,37764200
2024-05-21,520.1522216796875,520.308880322423,517.9105452430766,518.1161373062547,33437000
2024-05-22,518.6546020507812,520.1718967981822,516.4715975937705,519.4573134085813,48390000
2024-05-23,514.8662109375,521.82622893288,513.6523154476542,521.718563447193,57211200
2024-05-24,518.2727661132812,519.0852760314796,515.7667654147743,516.7162769685657,41291100
2024-05-28,518.635009765625,519.3202570042628,515.9919474153226,519.0853287505071,36269600
2024-05-29,515.0031127929688,516.187612149335,514.2885295747019,514.5919884514224,45190300
2024-05-30,511.5867004394531,514.1220964903868,510.33373023598597,513.4564467342078,46377600
2024-05-31,516.2463989257812,516.373661669616,507.42643355259685,512.5461599640777,90785800
2024-06-03,516.6673583984375,518.1455182597585,511.5770275291986,517.8616565984354,46835700
2024-06-04,517.244873046875,517.9888521983294,513.8872279798754,515.3555890163468,34632700
2024-06-05,523.3923950195312,523.411992286524,517.577682760377,519.5746920651516,47610400
2024-06-06,523.382568359375,524.1265474920779,521.4443509593684,523.6958258756584,30808500
2024-06-07,522.7462768554688,525.5655345515494,521.307252110627,522.4036234649075,43224500
2024-06-10,524.3615112304688,524.6845674016187,521.3367208253204,521.9338399994415,35686100
2024-06-11,525.6243896484375,525.6831217080321,520.8277190397199,522.8051312923558,36383400
2024-06-12,529.9412841796875,532.6430781044711,528.9036447482033,530.2056082912144,63251300
2024-06-13,531.0083618164062,531.8698051580913,528.2087008298147,531.6936089856242,44760900
2024-06-14,531.3313598632812,531.3606960149307,528.463108751092,529.4714120000464,40089900
2024-06-17,535.5602416992188,536.9601319299801,530.1860493613389,530.646166931424,55839500
2024-06-18,536.9208984375,537.0481611765176,535.1980118918142,535.618934894809,41376400
2024-06-20,535.4622802734375,538.5164661964561,533.6806618603835,537.8508164181325,70328200
2024-06-21,534.744384765625,535.8639535905671,533.2811170627399,534.6363719686153,64338600
2024-06-24,533.0061645507812,537.1406814551851,532.8883214982557,534.5676749075179,45528700
2024-06-25,535.0587768554688,535.4221363045356,532.7116258646143,534.2338154405055,37936200
2024-06-26,535.7265014648438,536.4433900198844,533.2909984741738,533.9391352589275,38550600
2024-06-27,536.571044921875,537.1504898569925,534.8426003010983,535.588979563753,35041500
2024-06-28,534.4595947265625,540.4109684989184,533.2124124479245,537.3468693543182,76144500
