Date,Close
2020-01-01,321.7300109863281
2020-02-01,296.260009765625
2020-03-01,257.75
2020-04-01,290.4800109863281
2020-05-01,304.32000732421875
2020-06-01,308.3599853515625
2020-07-01,326.5199890136719
2020-08-01,349.30999755859375
2020-09-01,334.8900146484375
2020-10-01,326.5400085449219
2020-11-01,362.05999755859375
2020-12-01,373.8800048828125
2021-01-01,370.07000732421875
2021-02-01,380.3599853515625
2021-03-01,396.3299865722656
2021-04-01,417.29998779296875
2021-05-01,420.0400085449219
2021-06-01,428.05999755859375
2021-07-01,438.510009765625
2021-08-01,451.55999755859375
2021-09-01,429.1400146484375
2021-10-01,459.25
2021-11-01,455.55999755859375
2021-12-01,474.9599914550781
2022-01-01,449.9100036621094
2022-02-01,436.6300048828125
2022-03-01,451.6400146484375
2022-04-01,412.0
2022-05-01,412.92999267578125
2022-06-01,377.25
2022-07-01,411.989990234375
2022-08-01,395.17999267578125
2022-09-01,357.17999267578125
2022-10-01,386.2099914550781
2022-11-01,407.67999267578125
2022-12-01,382.42999267578125
2023-01-01,406.4800109863281
2023-02-01,396.260009765625
2023-03-01,409.3900146484375
2023-04-01,415.92999267578125
2023-05-01,417.8500061035156
2023-06-01,443.2799987792969
2023-07-01,457.7900085449219
2023-08-01,450.3500061035156
2023-09-01,427.4800109863281
2023-10-01,418.20001220703125
2023-11-01,456.3999938964844
2023-12-01,475.30999755859375
2024-01-01,482.8800048828125
2024-02-01,508.0799865722656
2024-03-01,523.0700073242188
2024-04-01,501.9800109863281
2024-05-01,527.3699951171875
2024-06-01,544.219970703125
2024-07-01,550.8099975585938
2024-08-01,563.6799926757812
2024-09-01,573.760009765625
2024-10-01,568.6400146484375
2024-11-01,602.5499877929688
2024-12-01,586.0800170898438
2025-01-01,601.8200073242188
2025-02-01,594.1799926757812
2025-03-01,559.3900146484375
2025-04-01,554.5399780273438
2025-05-01,589.3900146484375
2025-06-01,617.8499755859375
2025-07-01,632.0800170898438
2025-08-01,645.0499877929688
2025-09-01,666.1799926757812
2025-10-01,682.0599975585938
2025-11-01,683.3900146484375
2025-12-01,681.9199829101562
2026-01-01,691.969970703125
2026-02-01,689.4299926757812
