Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2022-01-03,451.8752136230469,452.0076562143779,448.2239780690106,450.5414636127441,72668200
2022-01-04,451.7237854003906,454.02239141771696,449.86032307936296,453.3034834561525,71178700
2022-01-05,443.0496520996094,452.1304824509838,442.9550544034897,451.35482175683194,104538900
2022-01-06,442.63348388671875,445.35773611614786,440.259217182971,442.5861994681221,86858900
2022-01-07,440.8835754394531,443.8253998227985,439.5214491762915,442.6430005573575,85111600
2022-01-10,440.3349304199219,440.5524733976893,431.90678546000674,437.6768993282456,119362000
2022-01-11,444.3455810546875,444.4401787559662,437.06199106371037,440.07003630824613,74303100
2022-01-12,445.54693603515625,447.6090622228809,443.57943642604664,446.086117009949,67605400
2022-01-13,439.407958984375,447.3063921299082,438.3769102525567,446.6537054029599,91173100
2022-01-14,439.5876159667969,439.9376014872319,435.0282780363652,436.2485220098319,95890900
2022-01-18,431.8027648925781,435.08510657220825,430.6865868583265,434.8770031364011,109709100
2022-01-19,427.31903076171875,434.7539423770613,427.04470609026635,433.3540003306805,109357600
2022-01-20,422.5894775390625,433.93104152080394,420.4611589616414,429.2109131132616,122379700
2022-01-21,414.2937927246094,423.8286476560766,414.265416297055,421.46384913598195,202271200
2022-01-24,416.0532531738281,416.56405781580486,398.0051207847814,408.66562376634613,251783900
2022-01-25,410.9736328125,415.9397100242834,404.0494953719495,409.6398828972748,167997300
2022-01-26,409.9425354003906,420.0260392062578,405.66696143338,416.885580014085,186391100
2022-01-27,407.9183044433594,417.7085767658078,406.2251293704537,414.55867762115867,149878300
2022-01-28,418.0491027832031,418.0963872077387,404.68325664580124,409.28041120998864,164457400
2022-01-31,425.57861328125,425.9285988508346,416.0248212857858,417.37747913959595,152251400
2022-02-01,428.4541931152344,429.09741136310794,422.76920842520514,426.30693765567827,123155400
2022-02-02,432.6162414550781,433.3445889976843,428.548770732719,430.86628479936365,117361000
2022-02-03,422.4476318359375,428.4731341093042,421.60574966980835,426.5623872138765,118024400
2022-02-04,424.43402099609375,428.293359216209,419.82736954460256,422.21110476532647,118454400
2022-02-07,423.07196044921875,426.6002216728821,421.7382105038977,425.20027930229384,84472900
2022-02-08,426.5528869628906,427.4798983462463,421.142226961754,422.5705744611604,81012000
2022-02-09,432.7959899902344,433.1175991367621,430.40281495436784,430.60144995457046,92589900
2022-02-10,425.0204772949219,432.9567254068863,423.01513294817045,426.9312239359051,140103700
2022-02-11,416.6396484375,427.18664391321806,415.20186134997584,425.1056385655254,153214600
2022-02-14,415.2775573730469,417.7180457832857,411.79658063441923,416.12890799397803,123006300
2022-02-15,421.9746398925781,422.14489845233356,419.2125426099258,419.7328155876255,88482700
2022-02-16,422.4476318359375,423.82866614912444,418.03964373808554,419.92201420472077,84863600
2022-02-17,413.4234619140625,422.41916314982734,412.81808860964685,419.2503279132807,102259100
2022-02-18,410.7466125488281,414.937028777914,408.4669432136912,413.6789397456878,132642900
2022-02-22,406.3385925292969,411.9478874905425,402.82921086642835,408.53313240570213,124391800
2022-02-23,399.13067626953125,409.8290216743736,398.5631188932216,409.26146429806397,132578000
2022-02-24,405.1372985839844,405.57244232576124,388.43238610030824,388.7918112514867,213942900
2022-02-25,414.0761413574219,414.1612706237384,404.7209863520687,406.3763449982719,121804500
2022-02-28,413.016845703125,414.50194628148233,407.4075498631583,408.66561012645167,145615000
2022-03-01,406.726318359375,413.5274792209692,404.0115062048575,411.5126668530953,137785900
2022-03-02,414.2087097167969,415.9397297253389,408.23049146199816,408.9872155261009,117726500
2022-03-03,412.1465759277344,417.25453543776126,410.3398662245235,416.64916197065094,105501700
2022-03-04,408.79803466796875,409.93312072448435,404.7400320130342,408.4007357845267,113978200
2022-03-07,396.74688720703125,408.9208628174518,396.68066593423123,408.2114234101577,137896600
2022-03-08,393.73895263671875,404.10622124075445,392.67005908949244,396.92669641529477,164772700
2022-03-09,404.2954406738281,406.28187731724785,399.9536738077774,402.1482138875015,116990800
2022-03-10,402.46978759765625,403.3683936870223,397.7023458467199,399.6698454526476,93972700
2022-03-11,397.35235595703125,405.58183714067377,396.8415514153587,404.96699532473235,95636300
2022-03-14,394.44842529296875,401.5901058587185,393.30387079878767,398.1280659463087,95729200
2022-03-15,403.1224670410156,403.7562168476836,395.7915919884994,397.0685600329453,106219100
2022-03-16,412.0613708496094,412.1181236996137,401.8265168470492,406.64127160402853,144954800
2022-03-17,417.2167053222656,417.2167053222656,409.76285531991505,410.14121733245054,102676900
2022-03-18,421.7863464355469,422.1089546797308,414.85969463963477,415.5998027190798,106345500
2022-03-21,421.6629943847656,423.6271083158259,418.1427105740209,421.6155341135983,88349800
2022-03-22,426.5970764160156,427.53643659552324,423.05782555472354,423.05782555472354,74650400
2022-03-23,421.1031799316406,425.55332638564335,421.0177861842086,424.0541434470879,79426100
2022-03-24,427.4510498046875,427.4605476512933,422.01411175984157,423.13375729905124,64736900
2022-03-25,429.5385437011719,429.81372063765116,425.4963992292135,428.0867920742761,77101300
2022-03-28,432.5938720703125,432.5938720703125,427.04304675034354,428.94076282849704,68529800
2022-03-29,437.9454040527344,438.43882875157925,433.7988991715261,436.49365245199573,86581500
2022-03-30,435.2411804199219,437.6133254430153,433.1252166348571,436.79729249751,79666900
2022-03-31,428.54229736328125,435.2981625784349,428.0868350389325,434.4726606429951,121699900
2022-04-01,429.7567138671875,430.2690762616763,426.1700323215467,430.1267533743183,89048800
2022-04-04,433.4383544921875,433.5427439373771,429.13055970631194,429.9560615935425,59601000
2022-04-05,427.9634094238281,434.4156320427128,426.81529938704466,431.93912663814103,74214500
2022-04-06,423.68408203125,425.9708333848193,420.790076589019,424.0351838301639,106898000
2022-04-07,425.81903076171875,427.6408510190052,420.8470236814181,422.80166901253705,78097200
2022-04-08,424.680419921875,427.5839233445298,423.1337766107068,425.05995736438757,79272700
2022-04-11,417.42169189453125,422.2418785763653,416.91879823113015,421.3973809199232,89770500
2022-04-12,415.87493896484375,422.95341082268646,414.3187981025761,420.41994747730763,84363600
2022-04-13,420.63824462890625,421.3973194587367,415.44799012468565,415.62827546421886,74070400
2022-04-14,415.4005126953125,421.9855889099312,415.29612326761054,420.8659145684745,97869500
2022-04-18,415.5714111328125,417.26037750600096,413.3320908088153,414.4707321880482,66002500
2022-04-19,422.27972412109375,423.00083642794516,415.2961149824249,415.4669024532441,77821000
2022-04-20,421.9666748046875,424.680424010639,420.79959788164615,424.06367204101167,65224400
2022-04-21,415.65673828125,426.9956031035997,414.745842697952,425.6007806681519,85417300
2022-04-22,404.25146484375,415.6756941570096,403.68214426024474,414.5655465281797,132471800
2022-04-25,406.59521484375,406.7660023609882,397.41974379852957,402.00274487572295,119647700
2022-04-26,394.8198547363281,404.25150641243613,394.7913901520683,404.0522253657664,103996300
2022-04-27,395.9300537109375,401.2911257473321,393.7856538532341,395.90158912299444,122030000
2022-04-28,405.930908203125,407.66733442866166,396.243076858,400.69322286061686,105449100
2022-04-29,390.9294738769531,404.0901289590842,390.1798679914565,401.92673399978656,145491100
2022-05-02,393.2826843261719,394.64904219767647,384.3064665675945,390.9959330128461,158312500
2022-05-03,395.08544921875,397.5050252331432,392.21987988506135,393.78551855456294,100028200
2022-05-04,407.1169738769531,407.68629441618054,392.5519991195414,395.7496456535838,144247900
2022-05-05,392.6468811035156,403.26460320805893,388.50037675774206,402.83760557486545,172929100
2022-05-06,390.30328369140625,393.5863245784682,384.98020369998983,390.0755670157502,151770800
2022-05-09,377.8067932128906,385.62537367241526,376.2221876512533,384.3823720398505,155586100
2022-05-10,378.6797790527344,385.31228796506707,374.62816535383854,383.8036070473492,132497200
2022-05-11,372.6639709472656,383.37658562932586,371.9143650365518,377.71190234105785,142361000
2022-05-12,372.2749938964844,375.5580349064348,365.45270165002927,369.45688410235164,125090800
2022-05-13,381.17523193359375,382.56055648756023,375.3776945718479,376.4214441495683,104174400
2022-05-16,379.6285400390625,383.3101131913254,377.26589321949797,379.5241795731135,78622400
2022-05-17,387.4377136230469,387.6749281280144,381.99124889833473,385.73924965956155,83029700
2022-05-18,371.81951904296875,383.14888700880624,370.5765172556166,382.86424116317255,117674500
2022-05-19,369.542236328125,373.9829138685316,367.31241418995535,368.7451990662184,98510700
2022-05-20,369.7035217285156,376.7250646538933,361.07840657695476,373.13838281901803,131432200
2022-05-23,376.6206970214844,377.3892696174309,370.41515813861474,372.73984266032306,76414900
2022-05-24,373.7457275390625,374.94126904362616,367.17011895813306,372.4837300616024,91448800
2022-05-25,377.0476379394531,379.02127847657516,371.8479154715119,372.2464195513246,91472900
2022-05-26,384.5816650390625,386.2231999374504,378.0725125273086,378.28126246261314,82168300
2022-05-27,394.0227355957031,394.1365939090982,386.8493722833649,387.04862433180637,84768700
2022-05-31,391.8118896484375,395.1613569109401,389.0602075020582,392.4001769192746,95937000
2022-06-01,388.6427917480469,394.95269241980327,386.118825687974,393.9374362442217,86585800
2022-06-02,396.04388427734375,396.0913155981684,386.2231974480646,388.4814842908441,79609600
2022-06-03,389.5441589355469,392.86516182904495,388.5668363851628,391.30902085966204,71874300
2022-06-06,390.7302551269531,395.3037288108325,389.5536514825728,393.5673313620774,57508900
2022-06-07,394.4781799316406,394.93364215486133,386.7639604571099,387.2289205256619,59272400
2022-06-08,390.18939208984375,394.55414472787754,389.39235483614425,392.76078918941744,64350000
2022-06-09,380.90960693359375,390.6828340105669,380.90960693359375,388.40558030841174,86289800
2022-06-10,369.8648681640625,375.5390499094263,369.81743684278183,374.6850834284205,132893900
2022-06-13,355.82177734375,362.28349850376446,354.2087070370515,360.42374478876593,170004900
2022-06-14,354.7495422363281,358.6114013157457,351.6372890983715,357.5771495518812,104011800
2022-06-15,359.8069763183594,364.2665916822706,353.089045254612,358.06105206229864,125666800
2022-06-16,347.8987731933594,351.96938204270447,345.460201230786,351.5613800602234,134473300
2022-06-17,348.6488037109375,352.0032306713774,345.1324194424218,348.3152920555213,111113900
2022-06-21,357.4255065917969,358.81681534819097,354.3188581815829,354.3951110098947,76811900
2022-06-22,356.777587890625,360.9038789358132,352.7656179512523,353.1849213609822,90059400
2022-06-23,360.2748718261719,361.0086381463317,355.3481010957897,358.92168935710464,79292100
2022-06-24,371.7293701171875,371.7389089912618,363.4291246578567,363.45771219814634,98050300
2022-06-27,370.30950927734375,372.94918935666453,369.213614685377,372.65377505140225,66009600
2022-06-28,362.7429504394531,374.6644476814661,362.6286002922185,371.8722916194121,86548900
2022-06-29,362.4476318359375,364.28683171376514,360.6179708335396,363.29577745494015,65676000
