Date,Close
2025-03-31,505.2799987792969
2025-04-07,533.9400024414062
2025-04-14,526.4099731445312
2025-04-21,550.6400146484375
2025-04-28,566.760009765625
2025-05-05,564.3400268554688
2025-05-12,594.2000122070312
2025-05-19,579.1099853515625
2025-05-26,589.3900146484375
2025-06-02,599.1400146484375
2025-06-09,597.0
2025-06-16,594.280029296875
2025-06-23,614.9099731445312
2025-06-30,625.3400268554688
2025-07-07,623.6199951171875
2025-07-14,627.5800170898438
2025-07-21,637.0999755859375
2025-07-28,621.719970703125
2025-08-04,637.1799926757812
2025-08-11,643.4400024414062
2025-08-18,645.3099975585938
2025-08-25,645.0499877929688
2025-09-01,647.239990234375
2025-09-08,657.4099731445312
2025-09-15,663.7000122070312
2025-09-22,661.8200073242188
2025-09-29,669.2100219726562
2025-10-06,653.02001953125
2025-10-13,664.3900146484375
2025-10-20,677.25
2025-10-27,682.0599975585938
2025-11-03,670.969970703125
2025-11-10,671.9299926757812
2025-11-17,659.030029296875
2025-11-24,683.3900146484375
2025-12-01,685.6900024414062
2025-12-08,681.760009765625
2025-12-15,680.5900268554688
2025-12-22,690.3099975585938
2025-12-29,683.1699829101562
2026-01-05,694.0700073242188
2026-01-12,691.6599731445312
2026-01-19,689.22998046875
2026-01-26,691.969970703125
2026-02-02,690.6199951171875
2026-02-09,681.75
2026-02-16,689.4299926757812
