Date,Close
,SPY
2025-01-01,588.6300048828125
2025-01-08,582.1900024414062
2025-01-15,603.0499877929688
2025-01-22,604.52001953125
2025-01-29,601.780029296875
2025-02-05,605.3099975585938
2025-02-12,611.489990234375
2025-02-19,594.239990234375
2025-02-26,576.8599853515625
2025-03-05,555.9199829101562
2025-03-12,561.02001953125
2025-03-19,575.4600219726562
2025-03-26,560.969970703125
2025-04-02,496.4800109863281
2025-04-09,537.6099853515625
2025-04-16,527.25
2025-04-23,554.3200073242188
2025-04-30,558.7999877929688
2025-05-07,586.8400268554688
2025-05-14,592.8499755859375
2025-05-21,591.1500244140625
2025-05-28,596.0900268554688
2025-06-04,603.0800170898438
2025-06-11,597.530029296875
2025-06-18,606.780029296875
2025-06-25,617.6500244140625
2025-07-02,620.3400268554688
2025-07-09,622.1400146484375
2025-07-16,628.8599853515625
2025-07-23,635.260009765625
2025-07-30,627.969970703125
2025-08-06,642.6900024414062
2025-08-13,639.8099975585938
2025-08-20,645.1599731445312
2025-08-27,640.27001953125
2025-09-03,650.3300170898438
2025-09-10,660.0
2025-09-17,663.2100219726562
2025-09-24,666.1799926757812
2025-10-01,669.1199951171875
2025-10-08,662.22998046875
2025-10-15,671.2899780273438
2025-10-22,687.0599975585938
2025-10-29,675.239990234375
2025-11-05,683.0
2025-11-12,660.0800170898438
2025-11-19,675.02001953125
2025-11-26,681.530029296875
2025-12-03,683.0399780273438
2025-12-10,678.8699951171875
2025-12-17,687.9600219726562
2025-12-24,687.010009765625
2025-12-31,691.8099975585938
2026-01-07,693.77001953125
2026-01-14,677.5800170898438
2026-01-21,695.489990234375
2026-01-28,689.530029296875
2026-02-04,692.1199951171875
2026-02-11,682.8499755859375
2026-02-18,689.4299926757812
